2026-03-20 16:05:19,157 [INFO] PROCESS START: PID=49792, Model=v4, Mode=gnn
2026-03-20 16:05:21,125 [INFO] Frame 1 | PID=49792 | Tracks=18 | Max P=0.500
2026-03-20 16:05:24,869 [INFO] Frame 35 | PID=49792 | Tracks=65 | Max P=0.500
2026-03-20 16:05:24,988 [INFO] Frame 36 | PID=49792 | Tracks=65 | Max P=0.500
2026-03-20 16:05:25,094 [INFO] Frame 37 | PID=49792 | Tracks=65 | Max P=0.500
2026-03-20 16:05:25,203 [INFO] Frame 38 | PID=49792 | Tracks=66 | Max P=0.500
2026-03-20 16:05:25,309 [INFO] Frame 39 | PID=49792 | Tracks=66 | Max P=0.500
2026-03-20 16:05:25,440 [INFO] Frame 40 | PID=49792 | Tracks=67 | Max P=0.500
2026-03-20 16:05:25,603 [INFO] Frame 41 | PID=49792 | Tracks=68 | Max P=0.500
2026-03-20 16:05:25,712 [INFO] Frame 42 | PID=49792 | Tracks=69 | Max P=0.500
2026-03-20 16:05:25,850 [INFO] Frame 43 | PID=49792 | Tracks=70 | Max P=0.500
2026-03-20 16:05:25,988 [INFO] Frame 44 | PID=49792 | Tracks=72 | Max P=0.500
2026-03-20 16:05:26,145 [INFO] Frame 45 | PID=49792 | Tracks=75 | Max P=0.500
2026-03-20 16:05:26,296 [INFO] Frame 46 | PID=49792 | Tracks=77 | Max P=0.500
2026-03-20 16:05:26,409 [INFO] Frame 47 | PID=49792 | Tracks=78 | Max P=0.500
2026-03-20 16:05:26,533 [INFO] Frame 48 | PID=49792 | Tracks=78 | Max P=0.500
2026-03-20 16:05:26,657 [INFO] Frame 49 | PID=49792 | Tracks=79 | Max P=0.500
2026-03-20 16:05:26,799 [INFO] Frame 50 | PID=49792 | Tracks=79 | Max P=0.500
2026-03-20 16:05:26,946 [INFO] Frame 51 | PID=49792 | Tracks=79 | Max P=0.500
2026-03-20 16:05:27,081 [INFO] Frame 52 | PID=49792 | Tracks=80 | Max P=0.505
2026-03-20 16:05:27,242 [INFO] Frame 53 | PID=49792 | Tracks=81 | Max P=0.500
2026-03-20 16:05:27,380 [INFO] Frame 54 | PID=49792 | Tracks=83 | Max P=0.505
2026-03-20 16:05:27,525 [INFO] Frame 55 | PID=49792 | Tracks=87 | Max P=0.505
2026-03-20 16:05:27,674 [INFO] Frame 56 | PID=49792 | Tracks=89 | Max P=0.505
2026-03-20 16:05:27,825 [INFO] Frame 57 | PID=49792 | Tracks=91 | Max P=0.505
2026-03-20 16:05:28,001 [INFO] Frame 58 | PID=49792 | Tracks=92 | Max P=0.505
2026-03-20 16:05:28,150 [INFO] Frame 59 | PID=49792 | Tracks=94 | Max P=0.505
2026-03-20 16:05:28,321 [INFO] Frame 60 | PID=49792 | Tracks=98 | Max P=0.500
