2026-03-20 16:26:46,145 [INFO] PROCESS START: PID=14680, Model=v6, Mode=gnn
2026-03-20 16:26:47,796 [INFO] Frame 1 | PID=14680 | Tracks=1 | Max P=0.389
2026-03-20 16:26:49,790 [INFO] Frame 47 | PID=14680 | Tracks=5 | Max P=0.464
2026-03-20 16:26:49,836 [INFO] Frame 48 | PID=14680 | Tracks=5 | Max P=0.482
2026-03-20 16:26:49,881 [INFO] Frame 49 | PID=14680 | Tracks=5 | Max P=0.439
2026-03-20 16:26:49,926 [INFO] Frame 50 | PID=14680 | Tracks=6 | Max P=0.531
2026-03-20 16:26:49,976 [INFO] Frame 51 | PID=14680 | Tracks=6 | Max P=0.477
2026-03-20 16:26:50,020 [INFO] Frame 52 | PID=14680 | Tracks=6 | Max P=0.443
2026-03-20 16:26:50,063 [INFO] Frame 53 | PID=14680 | Tracks=8 | Max P=0.509
2026-03-20 16:26:50,097 [INFO] Frame 54 | PID=14680 | Tracks=8 | Max P=0.445
2026-03-20 16:26:50,141 [INFO] Frame 55 | PID=14680 | Tracks=8 | Max P=0.439
2026-03-20 16:26:50,181 [INFO] Frame 56 | PID=14680 | Tracks=8 | Max P=0.436
2026-03-20 16:26:50,230 [INFO] Frame 57 | PID=14680 | Tracks=8 | Max P=0.444
2026-03-20 16:26:50,274 [INFO] Frame 58 | PID=14680 | Tracks=8 | Max P=0.430
2026-03-20 16:26:50,325 [INFO] Frame 59 | PID=14680 | Tracks=8 | Max P=0.437
2026-03-20 16:26:50,373 [INFO] Frame 60 | PID=14680 | Tracks=8 | Max P=0.439
2026-03-20 16:26:50,420 [INFO] Frame 61 | PID=14680 | Tracks=8 | Max P=0.473
2026-03-20 16:26:50,458 [INFO] Frame 62 | PID=14680 | Tracks=8 | Max P=0.432
2026-03-20 16:26:50,496 [INFO] Frame 63 | PID=14680 | Tracks=8 | Max P=0.449
2026-03-20 16:26:50,530 [INFO] Frame 64 | PID=14680 | Tracks=8 | Max P=0.418
2026-03-20 16:26:50,564 [INFO] Frame 65 | PID=14680 | Tracks=8 | Max P=0.480
2026-03-20 16:26:50,601 [INFO] Frame 66 | PID=14680 | Tracks=8 | Max P=0.420
2026-03-20 16:26:50,643 [INFO] Frame 67 | PID=14680 | Tracks=8 | Max P=0.471
2026-03-20 16:26:50,685 [INFO] Frame 68 | PID=14680 | Tracks=8 | Max P=0.456
2026-03-20 16:26:50,727 [INFO] Frame 69 | PID=14680 | Tracks=8 | Max P=0.453
2026-03-20 16:26:50,775 [INFO] Frame 70 | PID=14680 | Tracks=8 | Max P=0.463
2026-03-20 16:26:50,831 [INFO] Frame 71 | PID=14680 | Tracks=9 | Max P=0.463
2026-03-20 16:26:50,876 [INFO] Frame 72 | PID=14680 | Tracks=9 | Max P=0.432
2026-03-20 16:26:50,923 [INFO] Frame 73 | PID=14680 | Tracks=9 | Max P=0.460
2026-03-20 16:26:50,973 [INFO] Frame 74 | PID=14680 | Tracks=9 | Max P=0.454
2026-03-20 16:26:51,024 [INFO] Frame 75 | PID=14680 | Tracks=9 | Max P=0.454
2026-03-20 16:26:51,063 [INFO] Frame 76 | PID=14680 | Tracks=9 | Max P=0.437
2026-03-20 16:26:51,105 [INFO] Frame 77 | PID=14680 | Tracks=9 | Max P=0.454
2026-03-20 16:26:51,142 [INFO] Frame 78 | PID=14680 | Tracks=9 | Max P=0.469
2026-03-20 16:26:51,184 [INFO] Frame 79 | PID=14680 | Tracks=9 | Max P=0.435
2026-03-20 16:26:51,228 [INFO] Frame 80 | PID=14680 | Tracks=9 | Max P=0.479
2026-03-20 16:26:51,264 [INFO] Frame 81 | PID=14680 | Tracks=9 | Max P=0.448
2026-03-20 16:26:51,307 [INFO] Frame 82 | PID=14680 | Tracks=9 | Max P=0.457
2026-03-20 16:26:51,353 [INFO] Frame 83 | PID=14680 | Tracks=9 | Max P=0.444
2026-03-20 16:26:51,401 [INFO] Frame 84 | PID=14680 | Tracks=9 | Max P=0.433
2026-03-20 16:26:51,453 [INFO] Frame 85 | PID=14680 | Tracks=9 | Max P=0.521
2026-03-20 16:26:51,496 [INFO] Frame 86 | PID=14680 | Tracks=9 | Max P=0.440
2026-03-20 16:26:51,542 [INFO] Frame 87 | PID=14680 | Tracks=9 | Max P=0.453
2026-03-20 16:26:51,583 [INFO] Frame 88 | PID=14680 | Tracks=9 | Max P=0.488
2026-03-20 16:26:51,619 [INFO] Frame 89 | PID=14680 | Tracks=9 | Max P=0.449
2026-03-20 16:26:51,656 [INFO] Frame 90 | PID=14680 | Tracks=9 | Max P=0.467
2026-03-20 16:26:51,695 [INFO] Frame 91 | PID=14680 | Tracks=9 | Max P=0.472
2026-03-20 16:26:51,732 [INFO] Frame 92 | PID=14680 | Tracks=9 | Max P=0.443
2026-03-20 16:26:51,774 [INFO] Frame 93 | PID=14680 | Tracks=9 | Max P=0.443
2026-03-20 16:26:51,815 [INFO] Frame 94 | PID=14680 | Tracks=9 | Max P=0.457
2026-03-20 16:26:51,859 [INFO] Frame 95 | PID=14680 | Tracks=9 | Max P=0.451
2026-03-20 16:26:51,900 [INFO] Frame 96 | PID=14680 | Tracks=10 | Max P=0.481
2026-03-20 16:26:51,947 [INFO] Frame 97 | PID=14680 | Tracks=10 | Max P=0.451
2026-03-20 16:26:51,992 [INFO] Frame 98 | PID=14680 | Tracks=10 | Max P=0.450
2026-03-20 16:26:52,040 [INFO] Frame 99 | PID=14680 | Tracks=10 | Max P=0.454
2026-03-20 16:26:52,094 [INFO] Frame 100 | PID=14680 | Tracks=11 | Max P=0.509
2026-03-20 16:26:52,146 [INFO] Frame 101 | PID=14680 | Tracks=11 | Max P=0.480
2026-03-20 16:26:52,193 [INFO] Frame 102 | PID=14680 | Tracks=11 | Max P=0.446
2026-03-20 16:26:52,245 [INFO] Frame 103 | PID=14680 | Tracks=11 | Max P=0.443
2026-03-20 16:26:52,301 [INFO] Frame 104 | PID=14680 | Tracks=11 | Max P=0.476
2026-03-20 16:26:52,348 [INFO] Frame 105 | PID=14680 | Tracks=11 | Max P=0.516
2026-03-20 16:26:52,392 [INFO] Frame 106 | PID=14680 | Tracks=11 | Max P=0.442
2026-03-20 16:26:52,438 [INFO] Frame 107 | PID=14680 | Tracks=11 | Max P=0.437
2026-03-20 16:26:52,477 [INFO] Frame 108 | PID=14680 | Tracks=11 | Max P=0.517
2026-03-20 16:26:52,518 [INFO] Frame 109 | PID=14680 | Tracks=11 | Max P=0.437
2026-03-20 16:26:52,551 [INFO] Frame 110 | PID=14680 | Tracks=11 | Max P=0.479
2026-03-20 16:26:52,590 [INFO] Frame 111 | PID=14680 | Tracks=11 | Max P=0.459
2026-03-20 16:26:52,632 [INFO] Frame 112 | PID=14680 | Tracks=11 | Max P=0.447
2026-03-20 16:26:52,682 [INFO] Frame 113 | PID=14680 | Tracks=11 | Max P=0.492
2026-03-20 16:26:52,733 [INFO] Frame 114 | PID=14680 | Tracks=11 | Max P=0.443
2026-03-20 16:26:52,780 [INFO] Frame 115 | PID=14680 | Tracks=11 | Max P=0.424
2026-03-20 16:26:52,834 [INFO] Frame 116 | PID=14680 | Tracks=12 | Max P=0.463
2026-03-20 16:26:52,877 [INFO] Frame 117 | PID=14680 | Tracks=13 | Max P=0.472
2026-03-20 16:26:52,927 [INFO] Frame 118 | PID=14680 | Tracks=13 | Max P=0.444
2026-03-20 16:26:52,982 [INFO] Frame 119 | PID=14680 | Tracks=13 | Max P=0.432
2026-03-20 16:26:53,035 [INFO] Frame 120 | PID=14680 | Tracks=13 | Max P=0.442
2026-03-20 16:26:53,087 [INFO] Frame 121 | PID=14680 | Tracks=13 | Max P=0.439
2026-03-20 16:26:53,141 [INFO] Frame 122 | PID=14680 | Tracks=13 | Max P=0.441
2026-03-20 16:26:53,186 [INFO] Frame 123 | PID=14680 | Tracks=13 | Max P=0.440
2026-03-20 16:26:53,220 [INFO] Frame 124 | PID=14680 | Tracks=13 | Max P=0.514
2026-03-20 16:26:53,251 [INFO] Frame 125 | PID=14680 | Tracks=13 | Max P=0.441
2026-03-20 16:26:53,276 [INFO] Frame 126 | PID=14680 | Tracks=13 | Max P=0.439
